name,team,primary_position,line,appearances,player_id,pca_x,pca_y,umap_x,umap_y
Domagoj Vida,Croatia,Left Center Back,DEF,6,5468,-1.3970253474564007,2.228170462148618,-7.599225,-2.1084614
Ivan Rakitić,Croatia,Left Center Midfield,MID,6,5470,1.759374000985534,1.4196715238641688,-9.811861,-0.39133856
Mario Mandžukić,Croatia,Center Forward,FWD,6,5472,0.8707662121722434,-3.133542711620156,-10.264784,3.4928968
N'Golo Kanté,France,Right Center Midfield,MID,7,3961,1.0151918854286979,1.33975509609588,-9.301306,-0.02866956
Samuel Umtiti,France,Left Center Back,DEF,6,5492,-2.055660504729934,1.6071743441027062,-7.0555987,-1.6007228
Paul Pogba,France,Left Center Midfield,MID,6,20004,1.2966298230849624,0.532128853798266,-9.666402,0.1003909
Willian,Brazil,Right Wing,FWD,5,3472,1.0556150373987658,-2.781970172121841,-9.482997,3.894586
Philippe Coutinho,Brazil,Left Center Midfield,MID,5,3501,1.2860013544377096,0.6432596732753175,-10.947437,0.556537
Paulinho,Brazil,Right Center Midfield,MID,5,5542,-0.1126938313227073,-0.6016792137582339,-9.78388,1.8645306
João Miranda de Souza Filho,Brazil,Left Center Back,DEF,5,5551,-1.2594998251284384,1.1378049462836526,-7.1944747,-1.8761076
Romelu Lukaku,Belgium,Center Forward,FWD,6,3289,0.0695870136932604,-3.432966208226448,-10.318046,3.8270369
Jesse Lingard,England,Right Center Midfield,MID,5,3293,1.011836686867008,-0.49304102269691413,-10.028154,1.5886357
Ashley Young,England,Left Midfield,MID,5,3612,-0.4152449781756043,-0.25805495004504087,-4.023667,-1.3491199
Ola Toivonen,Sweden,Left Center Forward,FWD,5,4417,0.6732028205989049,-6.015576743325513,-10.136716,4.2654595
Andreas Granqvist,Sweden,Left Center Back,DEF,5,5607,-1.387010530603473,1.0468836535220156,-7.0250645,-1.4386563
Viktor Claesson,Sweden,Right Midfield,MID,5,5613,0.6780340581473625,-1.5157107256620983,-8.752283,1.9750973
Ludwig Augustinsson,Sweden,Left Back,DEF,5,5621,-0.6766530027430994,-1.5635269196392685,-4.22979,-0.89451915
Robin Olsen,Sweden,Goalkeeper,GK,5,5622,-6.41830699175242,-2.1431288009100955,10.05254,7.216038
Albin Ekdal,Sweden,Left Center Midfield,MID,5,5624,0.5117265133096921,0.04238446880907302,-8.139114,0.47232842
Emil Peter Forsberg,Sweden,Left Midfield,MID,5,5625,0.09969621039791135,-1.663130706763107,-3.951916,-0.7638018
Marcus Berg,Sweden,Right Center Forward,FWD,5,11098,0.9091960293363763,-3.796122794051569,-9.814776,4.101652
Fernando Muslera,Uruguay,Goalkeeper,GK,5,5267,-7.061689759816438,-0.14176182965516435,10.23787,7.600451
