match_id,season,date,ok,reason,n_nodes,n_edges,total_passes,first_sub_minute,first_barca_sub_minute,window_passes_all,dropped_non_starter,starter_source
9726,2017/2018,2017-12-17,True,,11,68,195,22,22.0,222,0,lineups
9736,2017/2018,2017-12-23,True,,11,87,309,65,76.0,383,0,lineups
9742,2017/2018,2018-01-07,True,,11,87,413,61,66.0,492,0,lineups
9754,2017/2018,2018-01-14,True,,11,78,282,54,64.0,356,0,lineups
9765,2017/2018,2018-01-21,True,,11,84,221,42,42.0,293,0,lineups
9774,2017/2018,2018-01-28,True,,11,84,383,51,51.0,466,0,lineups
9783,2017/2018,2018-02-04,True,,11,85,373,58,58.0,469,0,lineups
9794,2017/2018,2018-02-11,True,,11,88,474,61,61.0,573,0,lineups
9799,2017/2018,2018-02-17,True,,11,74,200,45,62.0,283,0,lineups
9811,2017/2018,2018-02-24,True,,11,81,226,45,63.0,285,0,lineups
9827,2017/2018,2018-03-01,True,,11,79,227,56,56.0,302,0,lineups
9837,2017/2018,2018-03-04,True,,11,77,229,35,35.0,289,0,lineups
9855,2017/2018,2018-03-18,True,,11,85,275,45,63.0,332,0,lineups
9860,2017/2018,2018-03-31,True,,11,72,230,45,57.0,296,0,lineups
9870,2017/2018,2018-04-07,True,,11,73,323,45,73.0,384,0,lineups
9880,2017/2018,2018-04-14,True,,11,82,481,68,78.0,578,0,lineups
9889,2017/2018,2018-04-17,True,,11,79,280,59,59.0,370,0,lineups
9912,2017/2018,2018-04-29,True,,11,89,490,67,67.0,588,0,lineups
9924,2017/2018,2018-05-06,True,,11,80,290,45,45.0,353,0,lineups
9928,2017/2018,2018-05-09,True,,11,83,312,45,60.0,364,0,lineups
9948,2017/2018,2018-05-20,True,,11,84,335,52,52.0,398,0,lineups
15946,2018/2019,2018-08-18,True,,11,81,369,45,45.0,440,0,lineups
15956,2018/2019,2018-08-25,True,,11,86,378,63,75.0,479,0,lineups
15973,2018/2019,2018-09-02,True,,11,80,375,57,64.0,446,0,lineups
15978,2018/2019,2018-09-15,True,,11,80,325,45,45.0,390,0,lineups
15986,2018/2019,2018-09-23,True,,11,83,381,45,45.0,431,0,lineups
15998,2018/2019,2018-09-26,True,,11,88,516,60,60.0,602,0,lineups
16010,2018/2019,2018-09-29,True,,11,56,108,22,50.0,140,0,lineups
16023,2018/2019,2018-10-07,True,,11,39,70,11,83.0,85,0,lineups
16029,2018/2019,2018-10-20,True,,11,63,147,25,25.0,184,0,lineups
16056,2018/2019,2018-11-11,True,,11,75,214,45,45.0,283,0,lineups
16073,2018/2019,2018-11-24,True,,11,84,337,45,45.0,387,0,lineups
16079,2018/2019,2018-12-02,True,,11,92,498,66,69.0,583,0,lineups
16086,2018/2019,2018-12-08,True,,11,90,357,58,67.0,429,0,lineups
16095,2018/2019,2018-12-16,True,,11,76,247,51,51.0,311,0,lineups
16109,2018/2019,2018-12-22,True,,11,80,252,45,62.0,317,0,lineups
16120,2018/2019,2019-01-06,True,,11,87,465,57,69.0,536,0,lineups
16131,2018/2019,2019-01-13,True,,11,77,371,63,65.0,471,0,lineups
16136,2018/2019,2019-01-20,True,,11,90,452,63,63.0,561,0,lineups
16149,2018/2019,2019-01-27,True,,11,83,297,57,57.0,386,0,lineups
16157,2018/2019,2019-02-02,True,,11,69,277,39,45.0,327,0,lineups
16173,2018/2019,2019-02-10,True,,11,91,364,56,62.0,445,0,lineups
16182,2018/2019,2019-02-16,True,,11,87,417,59,59.0,498,0,lineups
16190,2018/2019,2019-02-23,True,,11,78,261,45,45.0,334,0,lineups
16196,2018/2019,2019-03-02,True,,11,81,254,54,70.0,320,0,lineups
16205,2018/2019,2019-03-09,True,,11,82,268,45,45.0,330,0,lineups
16215,2018/2019,2019-03-17,True,,11,88,245,63,63.0,314,0,lineups
16231,2018/2019,2019-03-30,True,,11,87,402,58,58.0,492,0,lineups
16240,2018/2019,2019-04-02,True,,11,85,381,60,60.0,459,0,lineups
16248,2018/2019,2019-04-06,True,,11,77,234,34,62.0,280,0,lineups
16265,2018/2019,2019-04-20,True,,11,83,297,53,55.0,382,0,lineups
16275,2018/2019,2019-04-23,True,,11,80,390,45,60.0,460,0,lineups
16289,2018/2019,2019-04-27,True,,11,73,322,45,45.0,382,0,lineups
16306,2018/2019,2019-05-12,True,,11,84,458,45,61.0,527,0,lineups
16317,2018/2019,2019-05-19,True,,11,77,258,45,45.0,313,0,lineups
303666,2019/2020,2019-09-21,True,,11,75,295,45,45.0,364,0,lineups
303430,2019/2020,2019-09-24,True,,11,78,266,45,45.0,326,0,lineups
303473,2019/2020,2019-10-06,True,,11,79,258,45,64.0,307,0,lineups
303700,2019/2020,2019-10-19,True,,11,74,221,45,45.0,291,0,lineups
303600,2019/2020,2019-10-29,True,,11,69,204,32,59.0,243,0,lineups
303504,2019/2020,2019-11-02,True,,11,75,235,39,39.0,281,0,lineups
303487,2019/2020,2019-11-09,True,,11,68,165,22,22.0,187,0,lineups
303715,2019/2020,2019-11-23,True,,11,86,396,56,56.0,501,0,lineups
303524,2019/2020,2019-12-01,True,,11,90,481,65,73.0,578,0,lineups
303451,2019/2020,2019-12-07,True,,11,85,411,58,63.0,486,0,lineups
303664,2019/2020,2019-12-14,True,,11,83,270,58,72.0,347,0,lineups
303596,2019/2020,2019-12-18,True,,11,86,303,54,54.0,378,0,lineups
303517,2019/2020,2019-12-21,True,,11,88,490,52,78.0,562,0,lineups
303652,2019/2020,2020-01-04,True,,11,83,347,45,45.0,404,0,lineups
303610,2019/2020,2020-01-19,True,,11,91,562,55,70.0,644,0,lineups
303400,2019/2020,2020-01-25,True,,11,90,512,55,55.0,569,0,lineups
303682,2019/2020,2020-02-02,True,,11,92,464,58,70.0,545,0,lineups
303707,2019/2020,2020-02-09,True,,11,97,405,56,56.0,475,0,lineups
303377,2019/2020,2020-02-15,True,,11,66,140,21,21.0,184,0,lineups
303731,2019/2020,2020-02-22,True,,11,91,431,58,58.0,542,0,lineups
303470,2019/2020,2020-03-01,True,,11,95,482,69,69.0,575,0,lineups
303479,2019/2020,2020-03-07,True,,11,85,337,57,73.0,422,0,lineups
303548,2019/2020,2020-06-13,True,,11,86,360,45,45.0,418,0,lineups
303532,2019/2020,2020-06-16,True,,11,79,470,45,52.0,528,0,lineups
303674,2019/2020,2020-06-19,True,,11,89,305,45,62.0,381,0,lineups
303493,2019/2020,2020-06-23,True,,11,89,433,55,55.0,534,0,lineups
303516,2019/2020,2020-06-27,True,,11,89,460,59,68.0,536,0,lineups
303696,2019/2020,2020-06-30,True,,11,93,454,62,62.0,516,0,lineups
303725,2019/2020,2020-07-05,True,,11,79,268,35,59.0,310,0,lineups
303615,2019/2020,2020-07-08,True,,11,88,398,45,45.0,474,0,lineups
303680,2019/2020,2020-07-11,True,,11,71,202,24,45.0,226,0,lineups
303634,2019/2020,2020-07-16,True,,11,86,373,45,58.0,444,0,lineups
303421,2019/2020,2020-07-19,True,,11,80,307,45,49.0,356,0,lineups
3773593,2020/2021,2020-09-27,True,,11,86,320,45,69.0,376,0,lineups
3773466,2020/2021,2020-10-01,True,,11,76,249,31,45.0,300,0,lineups
3773672,2020/2021,2020-10-04,True,,11,90,368,60,60.0,453,0,lineups
3773587,2020/2021,2020-10-17,True,,11,89,349,61,61.0,426,0,lineups
3773585,2020/2021,2020-10-24,True,,11,66,198,42,80.0,241,0,lineups
3773386,2020/2021,2020-10-31,True,,11,79,297,40,45.0,345,0,lineups
3773477,2020/2021,2020-11-07,True,,11,78,216,45,45.0,264,0,lineups
3773656,2020/2021,2020-11-21,True,,11,85,388,56,56.0,452,0,lineups
3773547,2020/2021,2020-11-29,True,,11,75,194,22,45.0,229,0,lineups
3773428,2020/2021,2020-12-05,True,,11,72,224,30,45.0,267,0,lineups
3773660,2020/2021,2020-12-13,True,,11,93,382,57,57.0,467,0,lineups
3773523,2020/2021,2020-12-16,True,,11,94,316,55,65.0,391,0,lineups
3773377,2020/2021,2020-12-19,True,,11,76,328,42,45.0,390,0,lineups
3773571,2020/2021,2020-12-22,True,,11,77,350,45,70.0,407,0,lineups
3773552,2020/2021,2021-01-03,True,,11,89,549,64,74.0,624,0,lineups
3764661,2020/2021,2021-01-06,True,,11,67,182,30,74.0,217,0,lineups
3773565,2020/2021,2021-01-09,True,,11,82,289,45,64.0,338,0,lineups
3773403,2020/2021,2021-01-31,True,,11,93,379,65,66.0,472,0,lineups
3773631,2020/2021,2021-02-07,True,,11,41,72,11,11.0,79,0,lineups
3773526,2020/2021,2021-02-13,True,,11,88,409,45,45.0,470,0,lineups
3773415,2020/2021,2021-02-21,True,,11,87,493,57,64.0,598,0,lineups
3764440,2020/2021,2021-02-24,True,,11,82,340,45,45.0,390,0,lineups
3773625,2020/2021,2021-02-27,True,,11,85,260,45,66.0,316,0,lineups
3773665,2020/2021,2021-03-06,True,,11,82,360,45,45.0,418,0,lineups
3773369,2020/2021,2021-03-15,True,,11,90,598,59,62.0,665,0,lineups
3773597,2020/2021,2021-03-21,True,,11,90,429,60,66.0,497,0,lineups
3773474,2020/2021,2021-04-05,True,,11,92,466,62,62.0,550,0,lineups
3773497,2020/2021,2021-04-10,True,,11,82,282,42,45.0,346,0,lineups
3773661,2020/2021,2021-04-22,True,,11,84,444,45,45.0,512,0,lineups
3773689,2020/2021,2021-04-25,True,,11,83,319,45,45.0,374,0,lineups
3773586,2020/2021,2021-04-29,True,,11,87,536,60,71.0,624,0,lineups
3773695,2020/2021,2021-05-02,True,,11,92,504,63,74.0,572,0,lineups
3773372,2020/2021,2021-05-08,True,,11,52,115,12,30.0,132,0,lineups
3773387,2020/2021,2021-05-11,True,,11,87,277,45,45.0,323,0,lineups
3773457,2020/2021,2021-05-16,True,,11,88,352,45,45.0,413,0,lineups
