match_id,season,date,n_nodes,n_edges,total_passes,density,weighted_clustering,aspl_weighted,aspl_unweighted,scc_size,strongly_connected,algebraic_connectivity,spectral_radius,windeg_mean,windeg_var,windeg_skew,windeg_gini,woutdeg_mean,woutdeg_var,woutdeg_skew,woutdeg_gini,betw_mean,betw_var,betw_skew,betw_gini,eig_mean,eig_var,eig_skew,eig_gini,pagerank_mean,pagerank_var,pagerank_skew,pagerank_gini,triad_003,triad_012,triad_102,triad_021D,triad_021U,triad_021C,triad_111D,triad_111U,triad_030T,triad_030C,triad_201,triad_120D,triad_120U,triad_120C,triad_210,triad_300,coach,team
3890278,2015/2016,2015-08-29,11,76,220,0.6909090909090909,0.15362496572664272,0.5814357864357864,1.309090909090909,11,1,14.851625465109619,25.014837958934123,20.0,59.09090909090909,0.6160201570276418,0.2148760330578514,20.0,142.72727272727272,0.45839967890167976,0.3355371900826447,0.08989898989898991,0.010689215386185086,1.543981792385318,0.567926455566905,0.2597879438200668,0.023419315154832723,0.20531495163535957,0.3316384817985427,0.0909090909090909,0.0002628629285500763,0.00035150301825017185,0.0982232842521149,0.0,0.0,0.07272727272727272,0.006060606060606061,0.006060606060606061,0.01818181818181818,0.08484848484848485,0.11515151515151516,0.012121212121212121,0.0,0.06060606060606061,0.048484848484848485,0.09090909090909091,0.09090909090909091,0.22424242424242424,0.1696969696969697,Guardiola,Bayern Munich
3890431,2015/2016,2016-02-06,11,79,201,0.7181818181818181,0.16514122009573884,0.5506565656565656,1.2818181818181817,11,1,18.11662079867933,20.135603673633113,18.272727272727273,20.016528925619834,-0.48459732668054567,0.13749434644957037,18.272727272727273,88.01652892561982,0.1971361878055177,0.2930800542740841,0.09949494949494951,0.0076793184368941945,0.47757378774858694,0.49192431933548697,0.2779368812435234,0.013660180953714518,0.17034061053380511,0.23658570573283222,0.09090909090909091,0.00029278311028120183,0.15191800046942466,0.10638133362321489,0.0,0.006060606060606061,0.012121212121212121,0.0,0.012121212121212121,0.030303030303030304,0.048484848484848485,0.07272727272727272,0.048484848484848485,0.01818181818181818,0.07272727272727272,0.06060606060606061,0.10303030303030303,0.07878787878787878,0.24848484848484848,0.18787878787878787,Guardiola,Bayern Munich
